,Description of Filing (Date Filed),,Filer,
4208,2011 Demand Side Management Programs,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4208page.html
4207,Tariff filing to eliminate the minimum requirement of two lines for Centrex Plus,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4207-VRI(10-21-10).pdf
4206,Revenue Decoupling Mechanism Proposal for Electric and Gas,,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4206page.html
4205,"Rate application to collect additional operating revenues of $6,544,525 or 8.86%",,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/4205page.html
4204,Renewable Energy Resources (RES) Certification Application for Generation Unit: Cohocton &amp; Dutch Hill Wind Farm,,Canandaigua Power Partners LLC,http://www.ripuc.ri.gov/eventsactions/docket/4204-Cohocton(9-30-10).pdf
4203,Tariff filing to modify the Business Link Rewards Plan by specifying that the plan is available only to small and medium business customers,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4203-VRI(10-1-10).pdf
4202,Electric and Natural Gas Least Cost Procurement Efficiency Savings Targets for Years 2012 - 2014 in Compliance with R.I.G.L. §39-1-27.7,,RI Energy Efficiency and Resource Management Council (EERMC),http://www.ripuc.ri.gov/eventsactions/docket/4202page.html
4201,Renewable Energy Resources (RES) Certification Application for Generation Unit: Rhode Island LFG Genco,,RI LFG Genco,http://www.ripuc.ri.gov/eventsactions/docket/4201page.html
4200,Tariff Filing to Amend Terms and Conditions for Distribution Service,,National Grid Electric,http://www.ripuc.ri.gov/eventsactions/docket/4200page.html
4199,2010 Gas Charge Recovery Filing,,National Grid Gas,http://www.ripuc.ri.gov/eventsactions/docket/4199page.html
4198,Renewable Energy Resources (RES) Certification Application for Generation Unit: Brassua Project,,"Brookfield Renewable Power, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4198-Brassua(8-17-10).pdf
4197,Renewable Energy Resources (RES) Certification Application for Generation Unit: Hydro Kennebec Project,,"Brookfield Renewable Power, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4197-HydroKennebec(8-17-10).pdf
4196,2010 Distribution Adjustment Charge Filing,,National Grid Gas,http://www.ripuc.ri.gov/eventsactions/docket/4196page.html
4195,Petition Pursuant to RIGL 39-1-30 seeking relief from Ordinance adopted by the Providence City Council that would require the Council to approve contracts entered into by the Providence Water Supply Board,,Providence Water Supply Board,http://www.ripuc.ri.gov/eventsactions/docket/4195-PWSB-Appeal(7-26-10).pdf
4194,Proposal to expand the Bundle Discount associated with Regional Value to customers who subscribe to a long distance calling plan,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4194-VRI(7-23-10).pdf
4193,Filing to introduce a month-to-month option and a two-year term commitment to the Solutions for Business Bundle,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4193-VRI(7-22-10).pdf
4192,Proposed rate increase to Residential Services,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4192-VRI(7-16-10).pdf
4191,Application for authority to operate as Competitive Local Exchange Carrier,,"Global Crossing Local Services, Inc.",
4190,Renewable Energy Resources (RES) Certification Application on behalf of Casella Waste System for Generation Unit Somerset Station Unit 6,,Somerset Power LLC,http://www.ripuc.ri.gov/eventsactions/docket/4190page.html
4189,Renewable Energy Resources (RES) Certification Application for Generation Unit Aziscohos Project (FERC No. 4026),,FPL Energy Maine Hydor,http://www.ripuc.ri.gov/eventsactions/docket/4189-FPL-Aziscohos(7-2-10).pdf
4188,Application for authority to operate as a Class IV Telecommunications Service Provider in RI,,TracFone Wireless LLC,http://www.ripuc.ri.gov/eventsactions/docket/4188-TracFone-Application(6-24-10).pdf
4187,Application for authority to operate as Competitive Local Exchange Carrier,,"Crexendo Business Solutions, Inc.",
4186,Proposal to extend the Bundle Discount for Regional Essentials to customers who subscribe to Verizon's Online Broadband Speed of Up to 1.5 Mbps,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4186-VRI(6-18-10).pdf
4185,"Review of Amended Purchase Power Purchase Agreement Between Narragansett Electric d/b/a National Grid and Deepwater Wind Block Island, LLC Pursuant to R.I.G.L § 39-26.1-7",,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4185page.html
4184,Tariff filing to remove the grandfathering of the Single Line Business PAK for Business,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4184-VRI(6-17-10).pdf
4183,"Interconnection Agreement with Triarch Marketing, Inc.",,Verizon Rhode Island,
4182,Proposal to grandfather the Solutions for Business Bundle,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4182-VRI(6-15-10).pdf
4181,Proposal to change Business Link Rewards Plan,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4181-VRI(6-1-10).pdf
4180,Filing to withdraw post-paid calling card produce (Local Exchange Calling Card),,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4180-VRI(6-1-10).pdf
4179,Investigation into whether there is a public need to construct a transmission line between Block Island and the mainland RI,,Commission,
4178,Application for authority to operate as Competitive Local Exchange Carrier,,TDS Long Distance Corporation,
4177,"Interconnection Agreement with LifeConnex Telecom, Inc.",,Verizon Rhode Island,
4176,"Interconnection Agreement with Knology Provider Solutions Group, Inc.",,Verizon Rhode Island,
4175,"Tariff filing to introduce the Solutions for Business Bundle, optional business package that includes Business Exchange Service line or CustoPak Line calling features &amp; services bundled w/ long distance calling and broadband internet service",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4175-VRI(4-7-10).pdf
4174,Ship tender service tariff filing,,Aquidneck Ferry &amp; Charter LLC,http://www.ripuc.ri.gov/eventsactions/docket/4174-Aquidneck-Tariff(5-4-10).pdf
4173,Net Metering Program Tariff Advice,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4173page.html
4172,Application for authority to operate as a Public Payphone Service Provider,,Coin Phone Management Co.,
4171,"Rate application to collect additional revenues of $2,611,923 or 15.6%",,Pawtucket Water Supply Board,http://www.ripuc.ri.gov/eventsactions/docket/4171page.html
4170,Surge Suppressor Program Tariff Advice,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4170page.html
4169,Proposal to increase rates for Unlimited Local Usage for Business and Unlimited Local and Toll Usage for Business Service Package,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4169-VRI(4-15-10).pdf
4168,Application for authority to operate as Competitive Local Exchange Carrier,,NextGen Communications,
4167,"Request for Waiver of NeuStar's Denial of PAETEC''s Request for 1,000 Numbers to Serve a Large Customer",,"PAETEC Communications, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4167-PAETEC-Waiver(4-15-10).pdf
4166,Renewable Energy Resources (RES) Certification Application on behalf of Casella Waste System for Generation Unit: Glendale,,Littleville Power Company Inc.,http://www.ripuc.ri.gov/eventsactions/docket/4166-LLP-Glendale(4-8-10).pdf
4165,Renewable Energy Resources (RES) Certification Application on behalf of Casella Waste System for Generation Unit: Crescent,,Littleville Power Company Inc.,http://www.ripuc.ri.gov/eventsactions/docket/4165-LPP-Crescent(4-8-10).pdf
4163,Application for authority to operate as Competitive Local Exchange Carrier,,Knology Provider Solutions Group Inc.,
4162,Tariff filing to Expand Definition of Industrial User to Include Industrial Laundries,,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/4162-NBC-TariffAdvice(3-29-10).pdf
4161,Application for authority to operate as Competitive Local Exchange Carrier,,"Triarch Marketing, Inc.",
4160,Access to Public Records Regulations,,Commission,http://www.ripuc.ri.gov/eventsactions/docket/4160page.html
4159,Filing to withdraw Centrex Call Management (CCM) Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4159-VRI(3-18-10).pdf
4158,Filing to introduce a Feature Package for customers who subscribe to Regional Essentials and a Verizon long distance calling plan,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4158-VRI(3-18-10).pdf
4157,Application for authority to operate a Competitive Local Exchange Carrier,,tw telecom data services llc,
4156,Application for authority to operate a Competitive Local Exchange Carrier,,"Bellerud Communications, LLC",
4155,Tariff Filings for Seasonal Ferry Service,,Oldport Marine Services,http://www.ripuc.ri.gov/eventsactions/docket/4155page.html
4154,Request for a Waiver of NANPA's decision denying AT&amp;T's Request for 1000 Numbers to Serve N. Kingtwon rate center,,AT&amp;T Corporation,http://www.ripuc.ri.gov/eventsactions/docket/4154-ATT-WaiverRequest(3-11-10).pdf
4153,Petition for Designation as an Eligible Telecommunications Carrier in the State of RI for the Limited Purpose of Offering Lifeline Service to Qualified Households,,TracFone Wireless Inc.,http://www.ripuc.ri.gov/eventsactions/docket/4153page.html
4152,Application for authority to change fast ferry rates and services,,Insterstate Navigation Co.,http://www.ripuc.ri.gov/eventsactions/docket/4152-Interstate-RateFiling(3-2-10).pdf
4151,"Rate application to collect additional revenues of $2,111,330 or 2.74% for debt service requirements",,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/4151page.html
4150,Long-Term Contracts for Renewable Energy Projects Pursuant to R.I.G.L. Section 39-26.1 et seq.,,National Grid Electric,http://www.ripuc.ri.gov/eventsactions/docket/4150page.html
4149,2011 Standard Offer Service Procurement Plan and 2011 Renewable Energy Standard Procurement Plan,,National Grid Electric,http://www.ripuc.ri.gov/eventsactions/docket/4149page.html
4148,Application for authority to operate a Competitive Local Exchange Carrier,,LifeConnex Telecom LLC,
4147,Proposed rate increase to selected Private Line and Data Services,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4147-VRI(3-1-10).pdf
4146,Application for authority to operate a Competitive Local Exchange Carrier,,American Dial Tone Inc.,
4145,WITHDRAWN - Filing to delete tariff language that specifies that Verizon RI will bill the E-911 surcharge to reseller who provide service within Rhode Island,,Verizon Rhode Island,
4144,Filing to expand the Voice Discount associated with Regional Value,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4144-VRI(2-18-10).pdf
4143,Tariff filing to expand the Voice Discount Associated with Regional Value and Regional Essentials,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4143-VRI(1-29-10).pdf
4142,"Kent County Water Authority (""KCWA"") - Rate application to implement new rates designed to collect additional revenues in the amount of $1,460,031",,Kent County Water Authority,http://www.ripuc.ri.gov/eventsactions/docket/4142page.html
4141,Filing to proposed tariff language that clarifies the qualifying criteria for the Fixed-Price Bundle Discount associated with Regional Value,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4141-VRI(1-15-10).pdf
4140,2010 Annual Reconciliation Retail Rate Filing,,National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4140page.html
4139,Rules and Regulations Governing the Review of a Utility Scale Offshore Wind Project as Described in R.I.G.L. § 39-26.1-8,,Commission,http://www.ripuc.ri.gov/eventsactions/docket/4139page.html
4138,Renewable Energy Resources (RES) Certification Application for Generation Unit: Chautauqua LFGE,,"Innovative Energy Systems, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4138page.html
4137,Tariff Advice Filing to Modify the Public and Private Lighting Rate,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4137page.html
4136,Tariff filing to introduce FIOS Bundle Discount II to allow customers to receive a monthly discount on Regional Essentials when customer subscribes to an unlimited long distance calling plan in addition to either or both FiOS TV and FiOS Internet,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4136-VRI(12-18-09).pdf
4135,Request for a $0.01 per kWh Summer Only Surcharge as a Fully Reconciling Rate Adjustment Pursuant to RIGL 39-26.1-7,,Block Island Power Co.,http://www.ripuc.ri.gov/eventsactions/docket/4135page.html
4134,Filing to modify tariff language associated with the Service Establishment Charge for customers with term commitments for Centrex Plus and Centrex Plus with Assume Dial 9,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4134-VRI(12-2-09).pdf
4133,Renewable Energy Resources (RES) Certification Application for Generation Unit: Fulton LFGE,,Conservation Services Group,http://www.ripuc.ri.gov/eventsactions/docket/4133page.html
4132,Tariff filing to increase the monthly rate of optional features associated with Unlimited Local and Toll Usage Package for Business,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4132-VRI(11-19-09).pdf
4131,Tariff filing to grandfather the Verizon Client Advantage Program for Regulated Services,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4131-VRI(11-16-09).pdf
4130,Demand Side Management Program for 2010,,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4130page.html
4129,"Reconciliation of the Standard Offer Service Rate, Transmission Rate and Transition Rate Adjustment Filing",,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4129page.html
4128,Cost of Service Study and Rate Design,,Newport Water Division,http://www.ripuc.ri.gov/eventsactions/docket/4128page.html
4127,Renewable Energy Resources (RES) Certification Application for Generation Unit: Harris Energy,,Holyoke Gas &amp; Electric Dept.,http://www.ripuc.ri.gov/eventsactions/docket/4127-HG&E-HarrisEnergy(11-2-09).pdf
4126,Renewable Energy Resources (RES) Certification Application for Generation Unit: Beebe Holbrook,,Holyoke Gas &amp; Electric Dept.,http://www.ripuc.ri.gov/eventsactions/docket/4126-HG&E-BeebeHolbrook(11-2-09).pdf
